               0       1       2       3       4       5       6       7       8       9      10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      93      94      95      96      97      98      99     100     101     102     103     104     105     106     107     108     109     110     111     112     113     114     115     116     117     118     119     120     121     122     123     124     125     126     127
      75      -2     -10       2       8       1     -12       4       6       6      10       3     -18     -10       2       6     -14       0       1       2      11       8      -2      -9     -12      -1      15      -2      -7       1      -7       2      -4       0       2      -7       2      13       9       1       2     -22      -7      11      -6      11      10      -8      -8       5      -1       1      12     -14       8      10       6      -7     -14      -4      -2     -10       0       2      19       9     -13       8       5      -2       5      -6     -12       3      -7       8      -1       5      -1     -11       1      15       7      -6       5      -1      -3     -12      11     -10       6       5      -7       0       0       2       6       4       5       0       0     -19      -5       3       9       5      -1       0       1       0      -9      -5       2       9      12      -2      -6      -8      -1      10      -2      -6       0       1       1       0       3      -7      11
      76      -5       3       1      -4      -1       6      -3      -3       9      -3     -14      10      11     -17       0      16      14      -6     -10     -12     -19      11      18      -5      15       0      -4      -1      -1       2       0     -19      15      17      -8     -15       5       0      -3     -10      -2      -3       0       4      19       1      -6      -3      -2     -25      10      -2       6       3       1       4     -19     -17      17      12       6       0      -4       3       5     -16       1      -7      -2       8       0      -2      -9       4       8       1      10       3      -6       0     -10      -9       2       5       2     -11     -14      10      14       5      -1      -1      -2       1       8      -5      -6      -5     -11      -1       7      18       2      -3     -13       0       6       3      -3      -4       2       8       1      -5      -7       0       3       6       4      -4       2      -4      -3       3       0       7      -6      -4
      77       6       5      -5       4       1      -4       0      17      -2     -11      -4      10      -2       0      11      10     -11      -7       2       0      -2       3      -5       7       5       0      -9       0      -5      10       1     -13       3      -2       5       9     -23       2       6       9       6      14      -3     -10       5      -8     -18      -1       6      16       9     -14      -1       6      -2       3       9       0       6      -7       4      -9      -3      -5       0       0       7       0      14     -14      -4       7      12      15       0     -30     -19       0      13       4       2       6      -9      -3       1      16      14       9     -19     -19      -9      12      10      -4      -2      -9       7      11       6       0       2       1     -13       0       4       3      -1      -6      -5      13      15      -4     -13      -8       4      10      14      -1     -11      -3       1       0       2       7      -1       3      -8      -6
      78       1     -12      -4       6      11      -4      -7      -4      -4       5      24      -1      -5     -12     -10     -19       7       5       0       3      17       7      -9     -12      -6     -17       6       9       3       0      -4       9       1     -16       9       0      -3      -1      -1       7       2      -6      -3     -12     -16      11      15       0       4       9      -6     -21      16       8     -28      -7       2      30       1     -23      -5       9      -2       0      13      -5      -9       4       4      -8       5       0     -13     -16       0       6      14       4       3     -16       0       8       7       1      -7      -7     -12      -6       0      12       7       9      -8       0       0       1       3      -2      -1      -4      -4      -1      -4       4      -4       3       0       8       6      -3      -9      -6       0      12       9     -11      -5      -2      -1       0      -1       1       3       4      -2      -1       2       2
      79      -5       4       5      -6      -6      14       3      -7       1       8     -12     -13       6      14       3       2      -5      -1       8      -6      -6      -1      -3     -13       0      27       1      -6      12     -13      -7       6       0     -10      10       0       4      -1     -10       1       0      -8      10       7       7      -5       8      -3      -9       0      -6     -11      15       5       3      -6      10       1      -3      -8      13       0      -2       0      -1      -1       5       6      -1     -20       3      14       4      -3       8       4      -4       1       0      -7      -5     -12       0       4       1       8      -3       0       6       6       1      -3      -6      -6       1       0      -6     -10      10       1       6       0       1       9       1      -1      -7       0      -2      -4      -4       3       6       3      -1      -6       1       3       6       4       0       0      -3      -3      -8      -3       8       5
      80       9      -3      -5       4      -2       4       2       2      -6      -2      11      -1     -14       1       8       1       0      13      -5     -17      -9       7      12      15      -4       3       0     -10      -7       0      -3       8      -1      16      -8      -8       7     -10       8      10     -15       6       3       0      -3      -2      -4      -1       0     -14      -4      18      17       0       3       0     -14      -9     -16       1      24       0       6      -5     -17      -1      17      -6      -1       5       5      -1       4     -11       4      -4     -15      -9      10       9      12       6      -1     -11       4       9      -1       7     -15      -8      -3      -2       2       8       3       9       0      -1       8      -3      -5     -11      -4      -3       7       7      -9       1      -2       2      13       9      -2     -10      -9       0       2      -2       1       3      -6      -2      -2       6       9       5      -6      -8
      81       8       1      -1      -1       2      -6      -4       0       7      -4       0       1       5       3       0      -7       0      -8      -4       5      19      -7     -10      10       3     -16      -7      -1      -2       8      21     -13      -5      17      -2      -5      -6      -4      16      -2      -6      -3      -6      -1       5       2       7      -1       3      13      -1       2     -10     -30      -4       7      10       6       9       4     -13     -10       3       0       3      19      -7     -19      10       9       0     -14      -5       1       2       3      11       2       1       0      -2       0       1     -10      -3     -11      -3       8       7       9      -1       0      -2      -7      -1       0       2       2     -10     -12       6       8      16      -2      -7      -1      -5       3       3       4      -7      -5      -5      -4      10       9      -3      -5       1       0       4      -2      -2      -4      -4       0       3       0
      82     -15       0       6      -6       0      12      -6      -6       4      11      -8      -4       6       0     -12       4       0      -9       3      15       4      -1      -2     -11      -6       8       9       8       5       6      -7      -5      -6     -15       2       6      -9      10      18     -17      -6      14       6      10     -15     -14       6      -5       0       4       9       2     -14       5       6      -3      15       7      -4      -4      -7      -1       8     -13       9      10     -12      -4      10      -9       0       0      13       2      -5       0       7      -7      -6      -9      -6      -4       0      15      12       3      -2      -8      -2       4      -8       6       6       2      -2      -7      -4       0       4       2       5      -4       4     -10       1       4       7       2      -6       0     -11      -2       9       8       0      -1      -4       4       2      -5      -8       2      10       3      -3      -2      -4       2
      83       8       1     -10       2      10     -11       7       3     -10      -2       6       0      -5       0       1     -10       5      12       0      -7      -7       0      -2      -2      -1       5       2      -1     -14      -4      -6       2       3       1      13      13       0      -5     -17      -3       6     -15       2       4      -8      13       7      -9      -4      -3       2       7      -2      14      14     -19     -16      -6      -9       2       4      18      -6      -1      12     -10      -7      17       1      -5       5      -4       6      -5     -14       3       1     -12      14      10      10       3       6      -4     -12      -9       3       3       8      -4     -14       4      -1       6      -2       1       4      -1       2       8      -3      -8      -4      -6       2       1       1      -6       2       7       3       2       2      -6      -5      -4      -3       0       2       0       4       1       0      -5       0       2       0       3
      84       5       0      -3       4       3      -2      -2       5       3       0      -6      -6       3      10      17       5     -10      -2      -1      -6      -7      -2      13       9      10       0      -3      -3     -12       1      13      11       1      -6      -9     -16      11       5     -17       7      12      -8       0       6       1       3       0       8      -1     -16       3       0      -9       0       1       1      10      -4      10       9      -1      -3      -9      -1       0     -11       4       3      -9      -2      -2      -4       6      -7       3      14       0       1      -4      -7      -6      -9       1      -3     -12      11      13      -6       0       5      12       2     -11      -8      -6       6       3      -9      -1       0       0       0       2       6       5      -5       0      -3       1       0      -8      -4      -2       0       2       7       2      -6      -3       5       4       0      -8      -7       0       5       3       4
      85      -4       7       7     -12     -15      11       3     -17       5      11      -7       4       0      -9      -6       3     -10      -7       9      18      -9      -4       4       0     -15      -4       3       6      -5       0       0       5      -4       1      -3      -6      -1      -1       8      15      -5       0      -2     -12       0      -4     -22       8       1       2      18       1      -9      -5      -2       7      -2      -6       3       1      -9      -9       0      14       3      -8       8      -9       0      22       2      -8       0      -4      15      -8     -10       4       0      -1       4       5       6      -3       5      11       2      -7     -12      -4       2      -5      -1      16       0       1      -6      -4       3       2       2       4       0      -4      -5      -6       8       0      -1     -11       5       7       3       2      -6       0       7      -2      -4      -1      -2       0       4       5       3      -3      -4      -3
      86       2      -7       0       0       8       1       0       1       0      -6       9       0       1      -2      -3      -6       4       7       0       5       6      -7      -2       0       0     -13      -2      15       1       2       5      -5     -16       0       9       8       3       2       0      -9     -16       2       9       0      -3      -4      11      11      -7      10      -4     -19       1       3       0       8     -11      -8      10      -3      -2      13       0       0     -13       7       5      -2      -2      -6      -9       0       1      10       5     -19       4       6      -6       9       5      -9      -4      -3       6      -6     -11       3       3       4       2      -5       4       4      -4       0      -4      13      -1      -5      -5      -1       0       0      -1       4       4      -2       3       0       6       0      -6       0      -1      -3       0       5       2      -3       0      -3       1       6      -1      -3       2       0
      87     -11       1       4       0       2       6      -1      -6      -6      -2      -2      -5      -4      13       2       2       8       7      -7     -13      -8       2      -3      -4       8       9       3      -3       4       0      -9      -7       3       0       7       5     -12     -11       4      -7      11       8      -6      -2       7       3       6      -3     -21      -4       5       2      11      -6       3       0      -6      12      14      -8      -4      -9       9       0      -8      11      -2     -11       1       1       4      12       1       1      -4      -7      14      -2      -4       7      -6     -14      -4      19      15     -18      -3       8       3       6       0       0       0     -12      -8       4       2       6      -8       0       7       5       4      -2      -1      -3      -4       0       7      -1       0     -14      -5      10       9       3      -7      -2      -1       2       5       2      -4      -7      -4       0       4       3
      88      -1       3       7      -6      -9       0      -4       2      10       3      -3       0       4       3      -5      -2     -13      -3       5       0      -7      12       9       8      -3       1     -10     -12      -6      12      -7       4      14       3     -10       3      -3       4       0       2       4       0      -7       4       1      -3     -10      -4      16       4     -13      14       3      -7       5      -2     -10       2      -2     -12       2       8       7      -1     -17       1       0       6       9       0       6     -11     -12      -1       0       7       4     -11       3      -5       1      13      10      -2      -9     -13       6      14      -1     -10      -6       1      -3       3      13       5      -6      -1     -10      13       4      -5     -15      -3       9       3      -2      -2      -4      -2       4       8       7      -3      -6      -3       0       4      -4      -7       0       0       5       2       3       1      -1      -3
      89      15      -6     -18       8      18     -10      -5       8       2      -9       0       9      -2     -15       2       7       0      -1       9       6       3      -8      -8       3      -4     -12       7       5       2     -11      14      16      -4      -7     -12     -10       6      13      -6      -3       5      -5      -2       8      -1      -1      -4      -2       9       8      -6       3      -3     -12      -7       2      13       4      -3       2       2      -5      -1      -5       8      13      -4      -1     -11      -6       8       5      -4       3       5       3      -4       4       8     -18      -3       8       3      -3      -5       1       4      -6       2      -1       2       5      -1       2       6      -8      -5       1      -1       0      -4       4       3       9       0      -6       2       7      -1      -2      -5       0       2      -1      -2       3       1       2      -3       5       5      -1      -2      -8       0      -3       2       6
      90      -2       0       0       3      -4       1       3       0     -11      -1       2       3      -2       0       0       7       2       3      -2      -1      -5     -11       3       6      -7      -1       7      17      13      -8      -8      -3     -12      -7      10       8       2      -3      -2       9      -1       0       0      -7       0       4       6       3       7     -13     -14       6       3      13       2      -8       5      -8     -12      14      17      -4      -7     -10      -4       0       5       5      -3      -1       2      -7       5       1       0       1     -13       0       7      -7      10       1      -9     -10       5      15       1      -8      -5      -1       4       4       4       1     -15      -7       3      11       9       0     -13       0       3       2      -3      -1       2      -2      -2       4       5      -1      -4      -3       1       2       1       2       2       3      -9      -8       0       6      12      -3      -8      -5
      91     -13      -2      19       0      -9       0       4       0      -3       6       4      -4      -4       7       4     -13      -9      -2      -2       0       3      15       2       0       0       8      -6     -15      -5      -9      -8       6       8      11      -4      15       7     -14     -14       6      -8      -5       3       3       5      -1     -11      -4       2      -3       2       7      -6      -5       0       9      10      -8     -16      -1      -7      -1       5       9      13      -6      -7       0       0      13       5      -4      -5      -5      -3       3       3      -1       1       0       9      -7      -2      -5      10       4      -9       0       9      -6      -6      -5       0      -2       2       7       3      -2      -6       0       5       4      -6      -1      -4      12      -1      -8      -1       0       0       5       0       4       3      -5     -11       0       2       3       0       2       0      -4       0      -3       7       4
      92       5       1      -2       3       0      -5      -2       2      -1      -2       2       0       0      -2       0      -1       6      12       1      -8      -1       2       0      -4       5      -3      -8       0      10       8       1      -6      15       5     -11     -14      -2      -1       0       8      10       3     -10       3       7      -7       0       7       0       4       5      -6      -6      10      -5     -10       0      -3      17      18      -6     -10       0       0       6      -3       1      -5      -8      -8      -6       4      14       5      -1       0      -2       1      -4       2       2      -4       0       1       1      -5      -4      -2       2       3       7       9       1     -13       0       7      -2      -5      -2      -5       1       2       0       2       1       0      -8       4       9       2      -2      -7      -4      -3      -1       9       8       3      -4      -8      -3      10       7       0      -4      -4       0       0
      93       4       1      -5      -1      -2      -4      -2       3       5       7     -13      -4       2      -3      -4       9       4      -8      -6      10       0      -2      -9       3       0      -2       2       5      -2       5       2      -6      -7      -5      -5       6       2       6       1      -9       0      10       1     -10     -11      -1       3      -5      -4       8       2      -8       2       2      -2      11      -1      -7       0       1       0       6      -3      -7      -3     -10      13       9       6       4      -1      -4       1      -8      -3      -6       5       0       7      -3      -5      -4      11       1      -2       1       8      -4      -7       0       0      -3      -2      -1       8      -3      -5       5       6       4      -5      -4       2       3      -2       0      -2       1      -4      -6      -3       7      14      -2     -10      -3       1       5       3       1      -1      -8      -5       4       2       7       0      -8
      94      -2      -2      -1       0       8       1       0      -4       2      -6      -5       6       5      -5       0       2       4      -7      -8       2       2       0       0      -1       4      -5      -2       8       0      -8      -3       0       0      -1      10       2      -7      10       4      -3      -9      -6       1       2       2      15      12      -7      -7       3      -4      -4      12       1     -12       4      -2       0      13      -3      -2       1     -10      10       9      -4      -5      -1      -1      -2      -3       4       0       0       6      -1      -2       5       1       2      -6      -8       8       2      -4      -4       6      -7       6       9       1      -4      -3       0       0      -3       1       1       2      -3      -5       4       5      -4      -4      -1       0       5       0       1       0      -2      -2      -3       8       6      -4     -10      -3       8       5       2       0      -1      -5       2       0       1
      95      -8       5       7       1      -4      -2       3       3      -6      -6       6       8      -4       6       4      -6      -3       6      -2      -2       4       4       4      -4      -3       2       0      -5      -1      -4      -3       8       9      -1       3      -3      -1      -6      -6      -1       0      -1       2       3       0      -3      -1       5       0     -10      -1       0       2       1       6       1      -2       4     -12     -13      17      -1      -2      10      -1     -10       5      -2       7      -1      -4       2      -3      -1       8       0      -6      -6       1       2       4       1       0      -8       2       0      -1       4       3      -4      -4      -7      11      10      -3      -2       3     -12       0       7       1       1      -3      -3       5       3       0      -4      -3       3       2       1      -3      -1       2      -3       0      -1       4       4      -5       0       3       1      -4      -1      -3       1
      96      -6       0       6       0     -10       0       6       0      -2       6       5      -5     -10      -1       0      -3      -2       5       3      -4      -7       3       0      -1      -3       2      -1      -4      -2      10      -2      -1      -1       5     -10      -3       1      -4      -2      19       8       0       0       0      -4      -5     -10       4      11       1      -2       7       0      -2       3      -6      -9      11       0      -1       5      -8      -4       6      -5       5      -1      -6       2      -5       4       7       0      -3      -5      -4       9       0      -1      -2      -5       1       7      -4       6      -1      -1       1       1      -5       0       2       4       0      -7       2       6      -5      -1       1       5      -5      -3       3      -1       3       3      -3      -1       0      -4      -1       2       2       0      -6       6       3       1      -2      -4      -3      -3       1       1       5       1      -4
      97       5       0      -6       0       7       3      -3       0       6      -4     -11       0       7      -3       0      14       6      -1       3      -4       0      -3      -7      -1       7      -2       0       4       4       1       3      -2      -6      -3       8      -3       1       7       5      -5      -6      -2     -12      -4       9      10       4      -3      -3       6       6      -3     -11      -4       1      -6       5      10      -3       4      -4      -4      15     -11     -13      13      -1       3       7     -10       0       2      -4       5      -5       0       8      -6      -2       0       5       3      -5      -6       2      -2       5      -1     -10       0      10       2       1     -10      -2       0       0       7       2      -7       0      -3       4       6      -4      -7      -4       2       3       4       1      -3      -4       0       0       0       7      -4      -6      -4       3       6      -1       0       0       0      -1      -1
      98       0       1      -3       0       0       3      -7      -1       3       2      -2       2       6       1      -6      -3      -1      -9      -5       9       8      -1      -5       3       0       0       6      -2      -9      -4       0       0      -2       6       6      -2      -6       3       7     -11     -10      10       7       1       3       5       0      -8      -9       0       6      -6      -1      14      12      -7      -2       2      -1      -1      -7       2       3      -3      10       6     -11      -1       1      -1       9      -5       4       1     -10       2       2      -3       2       2       2      -1      -4       1       1      -6       9       6      -1      -1      -5      -3      -3       5      12      -6      -5       3      -3      -2       3      -3       2       0      -1       3       0      -2      -4      -5       2       5       5       0       0      -5      -7      -5       4       2       6      -1      -3       1      -1      -3       1       1
      99       1       5       6      -4      -8       3       4      -2      -3      -1       3       1       1       7      -4      -2       6       6     -10      -2       5       3       1      -1      -5       4      -4      -5       1       5       0       0       3       7      -7      -1       5       1      -9      -4      -1       7       5       1     -10      -6       2       5       2       5      -1      -1       0       1      -6       0       0      -8       3      -1      -2      21       1     -13       0      -3      -6      11       3       1      -7     -13       2       0       4      18      -2      -8      -3       0       5      -4      -1       8      -3       0       2      -9       1       1       5       5       0      -5       0      -4       0       3      -3       4       4       0      -4      -4       2       1       0       8       1       1      -4      -7      -1       0       5       2      -3       0      10       0      -6      -5       2       1      -3      -4       3       7
     100      -6      -4       0       9       1      -5      -2       3       2       0      -4      -2      -2      -1       3       2      -4       0      10       2      -1      -1      -6     -11       4      12       0      -2       7       2       0      -1      -5       0      -2      -3       0       0       0       3      13       2      -8       1       0      -1      -5       0       3       0      -1       3      -3      -7      -3       7       7       3       2      -5     -10       5      -3       2       6      -4       2      -9      -9      12       6       4       9     -12      -2       3     -11       7      10      -3      -7      -3       3      10       2       1      -9      -5       5       2       4      -1      -5      -2      -1       3      10      -3      -1      -5      -1       6       0       0       3      -7      -2       4       0       0       2       0      -3      -2       2       2       3       2      -6      -5      -1       0       3      -2       3       5      -1       1
     101       7       0      -7       0      -1       0       1       1      -5       1       2       6       1      -7      -2       9      -2      -2       1      -1      -8       1      12       7      -8      -1       2       2     -12      -3       5      -1      -5       5       0      -1       0       5       5       5      -7     -10      -1      -2      -2       4       2       0       7       0      -8       3       2      -2       0       0      -2       0       3      -3       3       4      -9       3       0      -2       9       5      -2       0      -2      -2      -1      -1      11      -8      -7       3      -1       2       6       5       0      -9      -5       1      -3       8      10      -8      -5      -5       1       6       3       4      -5      -7       1       6       2       3      -4       0       0       1       3      -4      -9      -2       0      10       5      -1      -3      -8      -1       0      -5       3      10       2      -3      -7       2       2      -4      -6
     102      -2       2       0      -4       3       1      -2       0       1       0       0      -2       1       4      -1      -7       0       1      -2       3       2      -3      -3       6       1      -6      -1      -3      -3       8       5       1      -5      -5       5      10       0      -3      -2      -3      -3       0       3       8       4       6      -3      -1      -6      -2       0       0       1       2       0       0      -1      -5       0       3       2      -1       2       3      -9      -1       3       0       3       1      -6      -4     -10       4      10      -1       9      11     -15      -6      -1       0       1       1       0      -2      -1       6       6      -2      -4      -1       6      -3       0       1      -5      -3      10       0      -3      -1       0       0      -3       1       2       1       6       4      -2      -4      -6       1      -1       2       2       3       0       0      -1      -1       1       0       2      -2      -2      -2
     103      -4       3       4      -4       0       6      -3       0      -1       0       0       0      -2       8       5     -10      -2       5      -1       4       4       1      -7      -8       4       7       2      -4       0       1      -7       5      13      -9      -6      -1      -6       1       3       1       0       8       4      -2      -1     -12      -6       6       0      -3       4       6       1       1       3       4       0      -3      -7      -3       6      -5       6       5      -5       4       2      -9       0       4       2       2       7       3     -10     -14       8      -3      -6       5       3       3      -4      -1       3       3       0       4      -8      -8       2       3       1      -3       0       0       1       5       1       0      -2      -6       0       0       3       8      -5      -7       0       0       0       0       0       1       1       1      -3       2       1      -3      -7      -4       0       6       1      -1       9       5
     104       0      -3      -5       7       3      -3       3      -1      -2       5       1       0      -5      -4       0       1       1       2      -2      -3     -11       3       0       2       4       1      -7       0       0       4      -4      -8      -2       7       1      -2       0       5      -3       6       0      -8      -1      -2      -4       2       5       4      -1       8       3      -4      -7     -12     -12       4       2       5      10       2      -2      -4      -3      -1       0       5      -3      -1       4       0      -2      -2       1       6      -1      -3       1      -7       0       6       2       2       3      -2      -1      -2       1      -6      -5       6       8       3       0      -1       1      -4       0       1      -5      -3       3       7       5      -1      -3      -4      -3       3       3       0       1       0       1       3      -1       3      -6      -7       0       7       6       5       1      -3      -5      -6       4       2
     105       6       1      -4       1       0      -3      -1       1       4       0      -6       0       4      -3       1       8       0      -3       1       1       2       3       2      -4       0      -4      -1       5       2      -2       6       0      -6      -1       2      -2       8       6      -3      -6      -6      -1       4       0       1       1       7       3      -7      -5      -6      -3       7       9       4       1      -3      -5      -2       1       1      -3       3       3       0       2       0       0      -2      -3       0       5      -1      -5      -1       7       4       2       7      -6     -14       0      -2      -1       0       6       7      -3      -1       4      -3      -7       0       1      -2      -5       0       2       5       0      -3      -3       0      -2       1       2       1       1      -3      -4       0       1       1      -3      -6       2       4       2       0       0      -4      -3       0       2       5       0      -7      -9
     106       0       3      -3      -5      -4       6       2       2      -4      -4       2       6      -1       3       0      -6      -8       1       2      -2      -2       2       3       6      -8      -4       0       0      -4      -2       3       1      -3      -2       5       6      -8     -14       0       3       2      10       7      -4      -3       0      -3      -8       0      -1       2       7      -3      -2      11       3      -1      -3      -5       0       2      -1       2       0      -1      -5       0       8      -2      -4       8       1      -5      -4       0       0      -2      -2       3      -4       5       6      -2      -4       6       2      -4      -2       4       1      -4      -4       2       0       1       4       5      -1      -3       0      -1      -1       4       4      -3      -4       0      -1       5       2      -3       0       0       0       0       1       0       1      -3      -2       1       0      -1      -4       1       5       5       3
     107      -1      -3       1       5       7       2      -4      -2      -1      -1       5      -1      -4       5       1      -3      -1       8       4       3       1      -5      -6       0       0       4       7       1       0      -2      -1       6       2      -2      -2       4       0      -2       4       3      -4      -7      -3       8       0      -2       0      -2       1       3       6       6      -6      -5      -7      -8      -1       2       6      10      -2       0       4      -5      -1       0       0      11      -6      -8       3       1      -2       6       6      -1      -5      -3      -3      -4       8       7      -1       2       2      -9      -7      -1       3       1       0       3       3      -6       0       3      -3      -5       0       3       5      -1      -1      -2       0       3       4      -5      -3       2       1       0       1       0      -3       0       3       0      -1       0      -1       0       3       0       0       0      -3      -2
     108      -2       0       1       3       0       2      -3      -3       4       8       3      -3      -4      -5      -4       7       3      -3      -1      -7      -3       6       6      -2      -1       0      -3       1       5      -3      -5      -1      -1      -1       1       1       0      -1      -1       4       8       0     -10       0      -3      -5       6      11       5      -6      -7      -6      -1       9       5       2       1       1       1      -1      -6      -3      -1       3       4      -3       0       0      -6       6      12      -3      -4      -4      -3       2      -1       2       7      -1      -2      -7      -2       2       0       2       2       2      -1      -4       1       5      -3      -5       3       0       1       2       0      -3      -1       0       4      -1       1       0       1      -2      -1       1       1      -1       0       0       0      -1       0      -2       0       0       3       1       1       0      -4      -2       1      -1
     109       4       3       1      -3      -8       0       4       1      -1      -1      -4       0       4       2       1       3      -6      -4       1       5      -2       1       0       0       1      -2      -3       0      -3       3       5       2      -2       4      -1       0       3      -2      -6      -2      -1       2       4       0       2       2       0      -4       1      -4      -7      -1       9       0      -3       5      -1      -2      -1     -10      -2       9      -3       0       4      -3       6       5      -4      -1      -2      -3      -1      -2       4       1       0       4       3       1       2      -7       2       0     -10       2      12       4      -1      -7      -1       0      -1       8       3      -8       0       6       4       0       0       0      -3      -2       2      -2      -2       6       1       0       0      -2       0       0       0      -2       0       0       3       0       0      -4      -2       1       0       0       0       2
     110       1       2      -2      -1       1       1       2       3       1      -3       0       2      -3      -2      -3      -1       5       2      -6       0       6      -2       0      -1      -2      -1       1       5      -1      -2      -4       0       7      -1      -5      -5       0       2       3       0      -4       4       0       0       5       4      -7      -8      -4       4       5       5       6      -1      -7      -3      -4       0      -1       3      11       4      -5      -6      -2       0       3     -11       0       6      -4       6       6      -3       2       0      -8       0      -4      -2      -1       1      11       6      -1       0      -7      -6      -1       2       7      -6      -2       8       1      -2       1      -8      -1       0       4      -1      -4       0       7      -4      -5       1       1      -1      -1       1       0      -1       3       0       0       2       0      -1      -3      -2       1       1       1       2       0       2
     111      -8       0       3      -2       1       5       0      -2      -2       2       0       0       1       3       0      -3       1       1      -2      -1      -3      -2       9       3      -1       0      -1       0       3       1      -8       0       5       1       1       1      -4      -1       5       3       3       0      -7      -6       0       0       2       6       4       0       0       0      -4      -4       3       0       0      10       2       0      -1      -8      -4       4       0       3      -1      -6      10       4      -7       1       3      -3       2      -5      -5       0       6       8      -2      -2       0     -11       4       6      -4       2       1       2       2       2       0      -1      -8       3       7      -2      -1      -2       2       0       1       7       4      -4      -3      -2       1       0       0       2      -2      -2       6      -1      -3      -2      -2       2       5       4      -2      -2      -2       0      -5      -4
     112       0      -3      -2       7       3      -5       0       1       0       3      -1      -2      -1       0       0       5      -6      -1       4       3      -2      -2      -2       0       0       2       1       3      -7       0       5       1      -4      -1      -1       1       4       5      -7      -1       0      -3       0       4      -5       0       4       2      -1       0      -5      -3      -2       1       6       2       0      -5      -4       0      -4      -2       5       2       5       5      -4      -3       5      -8      -4       1     -11       2       8       2       4       1      -4      -1      -5       2       4      -2       0      -2       2       4      -1      -3      -6      -3       5      -3      -2       3      -1       1       5       0       0      -3      -3      -5      -6       0       7       4      -1       0       2       0      -6      -1       3       0       1      -1      -2      -2      -2       2      -1       2       2       0       1       2
     113       5       1      -5       0       0      -6      -1       6       1      -1      -3       4       5      -2      -3      -3      -1      -1       3       1       3       2      -2       1       2      -8       3       4      -2      -1       0       0       0       4       0      -3      -4      -1      -1       3       2      -4       0       3       3       4      -8      -5      -1      -2       2       4       0       2      -1      -3       4       1      -2       3      -3      -1       3       0      -2      -2      -9       3       6      -2       4       3       2       6     -10      -6       1      -2       2       5      -3       1      -2       1       2      -3       3       1      -5       2       0       5       2      -3       2      -1      -5       2       0      -4       0       2      12       0      -5       6       3      -6      -5      -1       4       1       0       1      -3      -1       1       2       3      -1      -2       0      -2       3       0      -3       1       2
     114      -8       0       9      -3      -7       5       2      -3      -2       2       0      -1      -3       1       1       0       1       0      -6       0       0      -2       2       3      -2       0       0       1      -2       4      -3      -3       2       0      -2       3       6       0      -2      -2       0       2       3      -4       3      -3      -7       4       7       3      -1      -1       2      -2      -8      -4       2       0       2      -2       3       8      -3      -6       1      -6      -1       9       3      -4       0      -3       3       4      -7       0       5      -4      -4      -1       3       3      -4       6       0      -5       3      -1       0       2      -4      -1      -2       0       6      -1      -5       3      -1       4       2       0       0      -8      -2       4       0       0       2       1      -1      -4       4       3      -2       0       0      -2       0       0       1       3      -1       0      -1       0       0       1
     115      -3      -4       0       1       2       2       0       1      -2      -1       0       0      -4       0       3      -1       3       1      -5       1       0      -3       0       4       1      -2      -5       2       7       0      -7      -1       1       3       1      -3       3       6      -1      -3      -1      -1      -4       2       4       0       0       3      -2       6      -3     -12       4       7      -8       0       3       1       1      -2       0      -3     -11       5      11       5       0      -4      -7       1      -1      -3       5       1      -5       6       3       2      -4      -3       3       0      -5       4       1      -1       0      -5       0       6       0       0      -4      -3       1       0       7       2      -5      -4      -2      -1       1       2       4      -3      -6       2       5       0      -1      -2       1      -2      -1       4       0       0      -4      -1       0       1       0      -3      -1       4       1       0
     116       8       5      -3      -2      -4      -4      -2       2       1       1       0       1       2       1      -1      -2      -5      -5       3       3      -2      -3      -3       0       7       5     -10      -3       1      -1       4       7       0      -5      -3      -6       0       4       0       2       2       5       0      -3      -1       2       3      -2      -4       0      -3       0       2       1       2       6       1       0      -9      -5       7       2      -2       1      -8      -6       5       0       0      10      -2      -1       4      -8      -4       6       1       0       3       2       2      -3      -7      -5      -1       6       1       4       4      -4       0      -3       1       5      -3      -3      -1      -3      -1       5       2       0      -1       3       2      -3       2       1      -1      -3      -2       3       4      -2       0      -1      -2       2       3       5      -1      -1       3       0      -2       0      -4      -4
     117      -4      -1       6       1      -2       2      -2      -4       0       3       1       0      -2      -1      -1       5      -2      -1       1      -2       1       7      -2      -3      -8       0       5       2      -1      -2      -4      -4       1       5      -1       0       2      -2       0      -3      -4       0       3       2       0      -3      -4      -4       7       5       3       3      -8     -10       5       2      -2      -4       0       0       0       0       7       2      -2      -6      -4       0       3       5       0      -2      -1      -2       8       0      -9      -1      -3       0       6       3       5       2       0       0      -6      -1      -2      -3       3       0       3       0      -1       4      -3      -5       9       3      -4      -1      -3       0      -6      -3       7       2       1       0       0      -2      -1       1       4       0      -3      -2      -1       1      -3      -3       3       2       1       0       1       2
